,summonerId
291,_pKSa6XDSd_TqJ5VYw8Y-lS9wcuBQ6ynyn9WLhrMY0zwuso
292,_x-Wlnoo0xbh-EoQ7g6WAGLjvf_vjA-a68laqhbcjsYJ140
293,a22XUr6NaZWRdkS2owXr3tGWvJ5M1NlKaYxRjyh2Ej18WqM
294,aHtL7E4aGKSGTeYMn0f6KLkZ2kRk460BQ7aBC50GfGZAc4A
295,afTPK848fexpPFMvmCAmpZ6yJvhs8Nyvq8qFM-HEm0dwMFk
296,awWsfn0AiywCXrcP0MWaOf-in3dPeh8FcVxN2zS4z4loTH4
297,b-T8yLfmiAORTANX-GihFZBAtOw68V9nnW3R1GLyY8LhRUg
298,b6LngCm8jCtcCbKHt16d3Z_k_BR5d65oW7TlDa1YYWdC-Lo
299,b7UM0Ck2hYQWq4500oKgv_9Kjk4yAnGdAp2CN-Rwom38QWI
300,bCgSMVFGfyqbzszs3J-UnI0uJG9Y5aaR-RYQn_xjtgJtmRY
301,bFKT0Q_v1wuri0a0f83FB9qs8JQ98MS0VeYrc_G7IYbLeRk
302,bJsCdlNTwmFdS0vVdf5xU69yY1Uw3LS5scu_AHvlA1HeJpQ
303,bO8pHVZtQqyQuyGV8-W99ItzCnzm7HLhHX4D0RY8xaKuQTM
304,bQ8lWZYJ3_abuWlBsQXRJXDSK_dHEm4pMqP48T7sEIhQYhU
305,berYHouu2HMzmekQHEyH2p_VjNFkC1nSUJ3VGklFUMFIBW8
306,bsIvELw33SXWNkT_dnQ8oXNejFZZft1VBmQTMTfRe9nSOzY
307,cDEQ-IfkyY7dOl-BcKfbVOQfI3Aowhg0RruRjt4b95lUcFE
308,cEQ0QN52lWBbjFkiM3Xybs6t_iHQDencdJKlygeJK4Qkfcw
309,cPt-hautHd8wE-v_MLLGcE6cGfla-KbDTApSQCLk1BbJBQQ
310,cafk9mmd1qc5vkv6kqOLaQR55mfaEjAVkbVBO6rrVRtntIs
311,cgPf_fqNGSA8vPdlzUKZh3gvVaKn2WX4LkZtlvs1ihKBtmA
312,ciBKqCh9IvxMfOyf0bErywj3rdcMPObrFQKmZP-VCyR-lsA
313,cmFoWd3319cM_-rV_9Pr8bsBdwy-TXYmQPM7_mU4ic86Ra0
314,cxC2p-ShVaflfuw0EaDfUHm0CtvQ5umQH0r3eRFHMNg6cPE
315,d-KHrAqAef2ET7M-6yWwdEfo1Vw_Hq84umvkZEpuzBSCvv4
316,dSAMm-QoOl9pqOp-AG_Wes5tNV3JSol2B1Tu7QalyGmA
317,dSmHO8l9IaXsFkcY28JLjmr6tuluZWhxZnT7OXdpY9GS-1s
318,dVinwxPFHQ6Fxm4rye1Ab6jNTrwxqaIfyctb7n2U4yljraU
319,dYL6h9Ok-KdEStmDOz_KQbCkRtPrBDRtH2H8mTrPdcQVpfA
320,ddLhb0yuxxPpyf63h1AK88dHXXYbCVG5Akh5ZyT4xsn04K4
321,dgrOB_0AZpiGpZ4bpkPZ1Y-ybrzykRzgyXLvYZ5E9xnB2Dw
322,djpAAMvYJPjtDuTYQ-ECQnDDLgfVWc5l1TUHNJw_8Er3L6A
323,dpAdGyxmKPuH2uiHplpfXdevsanN943VbHPbJLExnFv93EY
324,dwzbuAIhp74FXRgXuW-ihEToVGwuSR_K25PHZ_6ERbSKpzU
325,e0PUTnnrzV2vNoCYPnZWJgXrNe9-jt0LtCGSsXL3RIQyZ6Q
326,eGQ2QJhp1-JlKPq1gTCICzCgEr3NpW6yPg1HvxvHj1UVpDU
327,eHFVb328JHgp19kZtA4q3qbix0WlCCIxc5ctMo8Mkq7J4eE
328,eZYQ6lF9-WHA0-q0FFKItdZBqec95lrb1SxleGfT16whA1o
329,ea13HicvvC3mi7n8rDCtpIC6dTfc5zEU_wTAU4rWtrP-0jM
330,fBsEu2cvrsGQ-yX-yJjjkJPcAJWlJjPfFV1-DfNhqYwmB0g
331,fJqpYfKsTH-XVdHX0SutXS230kpH5-SD3SB-52MJoZkqhIM
332,fOcsiU2O-opElqbRlETreo1NWxnlodplswmhTsHUi7025CY
333,fZAfwWtG9xb-Xvkz-kyBJSulN_vC_AvrNPy0QXGQcwzxeXk
334,fj8-3d7YBcyCpfa84T4JrQJY5x7xV5Ii4oKm0iUb96rdykI
335,flJb0LaCuRl_rCVi9S3CkaK8SeFWKw0fjRn05O4HaV30rcY
336,fqdtfRofQqJRA3yjnB1spLM2eCc5nazBO4GrJ4VzAW3aQJk
337,fs7MSwV6s9SoB1Di8cAGJKO7GZkWmyVr3rrPkH_GCxmw_rg
338,ftOWznmhf7h2lDrXd0jrXz25RZTI1V1VJyiWPZu_POazU98
339,fuXuNtdHrQOjdY9xjWWEFQxLburzcUEYxbeOQaUo4secgTg
340,g-w5zvXUJEQkC-AdEzNVPxCW5oz_hRbq0M2YYub9oM3UhvU
341,g46xpDVtAKb5E-bpEc54IP54rimy1i8M_6b1kGC7qH_1q4A
342,g5WLFhvIPx8lKtgrgC7QcKizjPv1DuC5WG7ywPlfIDeJFNI
343,gFuX-l9Jn_QzfbS4-ZTwB7IDx2HSaFIZiUXSGM4E6F15jB8
344,gN_oy0ussnSBFL666xufB7Z1KOxATabdxfrpQd7XTOXP13Y
345,gQlH4T9z80_rDMI2tGg4dV0_cm2l7lclZ4D9jq3dBg0SMQI
346,gRFMYytJn5VNmPIEaAInjsnyDVb-lalvAmhlCYug4-2MuEU
347,gWtaAc6Dl2am2SU8J0xC1dYAPTAZu-R2Pnk7xCwmIUIYRR4
348,gbRoiDKR_LoxzBFJoVsKKjgT2tQxrwKH_WpCfdyKoihvYCw
349,glfq7I5gNO4ykWl_rPuHShc6db9H6NsFp9_TtCzSCM1aelc
350,gwHSiuDTVng41sElIcCDH6__8p3e-W-6907hOA7fDkeGYJ0
351,h3ax18K6KHI3FEU-K5nZKBmeN2TUaofyAqgfXAQlqQR1uHc
352,h66QGaIwdulTfP3_qCT8yMmC3yZEhUytf0YCntJBgAawYKc
353,hD_myitO_y-9QETOzHgeE5JhhiAabZyRvrXVatat455WQkI
354,hOf5Az1UQ4xpk1V9SgBVP_UAealq5AMU_LVfEODVdOOB0os
355,hVpV6jiwlpg4S3KKaoD55V5bOYKWuLS1oKEyCn5KNObt
356,hjyQ8RJYI7rtnjlU-FFkL_276OwXUsDggDBUd4wWRA6WfgU
357,hmppz6f8az8hYQp260IJHR9hqAoqkAIX9N82QpWrcnfRAqw
358,huN49-f2VVWYA3G3teu9L1vBZCNgP4JGabY_ka6hpF_8Dq8
359,hyxQbOmjzEh01IbPux11iAESRfxHv7qApD42fiGIqIg5ZhM
360,iFmnU8lq0xxo9A0Vnzc8Ox0U7_DB7N4OP9iE43fsFvsBIDc
361,iHvcsG7P3gaOCIffGFNJR-8AGR3CaHHyrqCAAzUkIwg8Q8U
362,iJVh-yB0JIFPmRU3Fxzt_lXuP4aWZnle-cSf9nmo2FI83B0
363,iN8_3HrC7iTvFvCRK42xRBBkFVtwl_lS-ceidMjqGBuEqHE
364,iQ7WfHf5h4MQ5M1ZA70xFQzanrHy3iQDkuGm2t8vAneMOCI
365,iUgm_rMwx0daLUP_Y5sOD9lpi-v9BFAlSBgUkIRfZUhWJVA
366,ip-EyJffJrABpTUVNVjUMGxmEfjCd8a_6CsAWOfpbsGGxg4
367,is48UkrhNmj1Ec3WE9JhjvJVIhLcrzPZ9Sky1K_jv_JX01I
368,jKrFBv_UydVZtqgNrAHLYdcq_26TtbL8C9K8kUyDBX4iqTw
369,jN2DCoDhlA1YyzPWYSh_wJTZ_RGK9BLxjeb7iaRIIlhlrf8
370,jgmAgYce6fjTVa7_TPLVkIWM5PhMd7Ypn1oNIMlGN4zMmBU
371,jhj3zkGeq4E8rUpZDMr58uJFrN17lNh-fZZsj0zWxpefaCo
372,jljZEqGmVZKlW3_RtsetQ8t-6Y5Blwj_xsZhbmxxc4IMJi4
373,jmB0Zgzl4CrPE6QGbM14l0uMAyvGWfnmbRwkZBZyRR4j
374,jpiwLnXTnp3411itbAlNe28BtUT2kU0csx67QMWYx8ymxj0
375,jqiyrSxbdvEJgz-kG-tZGxY3jIp0xUyG4j7IBZlxGw_6
376,jsg5nAT6FUvYplZ3Q58ksWmR4O8nKFXiTrZ_irfeAVakSfI
377,juvM42CEZGywjjWcdXOKZHvg2nUEWTZ7oX1iCn76Sbgws8U
378,jv5h9DRriI83HUKw0DShg-DPuFaxmB9Qij3FNPLKEOBz7RE
379,jvZ6oYdG-HNSOg-GFSdE6Zcr7EVx453feGAp1E929b78Ftw
380,k79Xzk_k3g2YyDCPB4HbGG7ZacGD5WoxFEnCLo8rdJHdtYg
381,k8t5G58BNJNtIaaztAYhS9VX6avwt0JTu6mdLy5XYFCsr5E
382,kCmURH9gOn1aDX2qKn0H4RYs2ngI0vnzimwGzbBrUGAvQ50
383,kJ3bpbuOKcY06PfWgMDrKjmqwQ7qCkr8VVg4a0ZFwXKXni4
384,kRknJLs41IPM8xHq9VhagqzOPezAn6WiJRBRdhJhvuG5ddI
385,kS_2h9sUt8VFd4kB0z7IzuOxQ4b9lhiurZUG06i-NwmHKpk
386,kTo9NPUUj-5ST5GuXYxGu-92K9SMM6dVjAN_oYKQ-71jUo8
387,kW6pk00qOtvFCNuMBkJOvywEpFCRiso2qTTz4d1f7v155FQ
388,kapE2Z6dxDPXzfn2RNP2dLiOStAsUUXMsFllmyFXDuBJisQ
389,khDs7BDWoRMLV2TpMPtB2RsyanrAiQNVdTXH_gaclbu8NOE
390,kju5KcgdhqvdEwJNuqo9OS29oU4cLniGF01hlLivFQq_FiE
391,kk_gw3W_A9yn2zatFbZq_NVt1CMJGC7i8EcOTKaGpo7vyNA
392,kldQLuTt8jdw9KEcqJe1zE7W2MOpQ1EtDmVOq4u6l8SkbW4
393,l1RZ3CB8JZ0wtgUYQk26KP1mXO8Jbej1yA76n36LiPeNkqo
394,lGW9QfJjsFxk7z8kXkUM9PzzVoWoXNGBWNxhb358MQHlhVM
395,lLqjGedF6iOnZE3yfQESnCR9-YP5fUzaLCW5yleUSPRJQnU
396,lM1auj2BfRfoCmgvilGzp_1t9Ol45lRcZMDQOs2tQks0dTM
397,lWHgS83wJteNRzXYQA37Rwff7iSTK63igzyE9Qr4qnL1fWI
398,ld2qnstFL_17R4y6YoiwcCW-Rk2odwi8QK8G4S4PQsbmsD4
399,mCjfurnAmuRvWot7TEyHhRxjdhusE-cYapz_vhsm2xWxUDg
400,mNU_NB1QHtLKQ66C0-0wPq8iJmww0k7iMsh6GNP-_C2deyg
401,mVlvKDO1CaEjpwdgAFkjbmfQkE1j3YeeNKMYbCFCERXOT6A
402,mVuJVZDThKtyigRzavjO8kLUTxnGkqH515h-82SD1ksdF3E
403,mi2Ce7oZ48U-NWQayDRbcLDu4IhA9qv2wh2GCeSokEc
404,mjc_Tn9OkMlA4RUIZo3_GKCeHYiqMdEfGFYUwWEDh1pRJiM
405,mmprIXRUKYUywVf1Kpj-qhZjHgOdPR8NdF1eV7TqCTCb2DI
406,n212k2Lcg2IJsB_wNya1SGIHO_GPVPg7gHhduwF5M1PEZ9Q
407,n4jco9YuA2-Bp04gFQCysObnd-JIegXvmSsxELR3HOUA
408,nBSKYbgbfRC5exwbVbvpCQrolZA37m7GgtHw97XW6TRAn-Q
409,nHkZtMfvVujnirMI_bupJyyH9bLZODf-GIqlvQjYT8ly9Rg
410,nP46woCUS_nqEunF3o8Uc1Y6_SV6_3fl5BBfU0B_U5msn0U
411,nPOEZXD0vx7NdzWN6z_LPl98KojZlfgaOqyQWDbHbm1ZZps
412,nWvfxoGImo6W7I2nWqsIcpS3_yP-c3sRbbaJyy1oWvvqMhI
413,nta-efPZqTFlsHRFJOocOkzaKfz7HPoSqQQNXIZFTg0
414,nyfuVEjkBFGIrPkf3nNOVdxxdSREiVnaQCj-LBUkcQ1QniA
415,o95vbB-pf5n4omEehL5epyEal98KRXkd3lkin7__2xoGYEQ
416,oFkBBLqc3B2K8iFC4TERiqqudBQklnvmgIpir9XlN--uc_s
417,oNPOqWOqdvKhzk8BfR_10rQLSWhEIRnREQrqgnyFXUzIoyw
418,oXOfHfnxlf4njii3m6qiqTH5QBInPdwOr1ahyTguw_R4kKc
419,oYdKxCH73s6t9SlAddqnfwuTx90_pXLtW5jkK0MNF1r9pzc
420,oom26-sEF4SHR8-z__lGSM-RenRyLuJq_ZfGZxOg3bQghRM
421,owQERGdp7_RED4cJYcF8ZcGhHk-Z35-XFer6Yb5qUQFucvg
422,oy9V6BBLXSEiL8PeUWb18KNZqJIH2vrwzv17kgMBmzQqXyM
423,p6MzTUFoFuBkV3oFEpDkANwgGZZ2OkpKjwp5yH6knbmDnRU
424,pR2iKYQLsCuvrw0_I-TrvkmTz92yGGfBaw1MSigILDPZrYA
425,paLAaFFjDcLzrEWneD995laS9hnScSMSbKJ-WSHB6tjiCPk
426,pbhMv0VTYUUdeRaWY7PpqIt4RMofRgI_Jrx8y6ZNhXNwQ-o
427,pcKiEH0kN1XHlzhLzZO15Qg3plABSn7UuT-_NZ4VRhyaJhE
428,ppuxwK3NQI8pdJGzBrB7hvylTOfFfvvnzU7hfLZmQ3RaaCw
429,pv0dD23Ka0Tz2Z4BoVIOXETF-Yu49YXPVsQnXzMycYMYUpA
430,q3I3_LCaRxUSBoDDoci9QvNJ57nEoi8OyW2WFfdLikqtIpk
431,q5PlcPPkeH3MujdOar2wWzYtjd50DOeiLP5w1w4N65HIA6U
432,q5xLbtHFYo8ofHq7LV_bHxAQ53OIMquQOwryY1ozcnAsNtU
433,qDgJuORHmTDmCQEZIF9ZJu3_hrLBmRyNLPQ_K8uyXuuozuU
434,qJyOQW0I3CHxAGVYv7-0tUdSyYyE1z1Ee9XKAGEiATMF_nE
435,qLDtUAzqFzxx8GnRVjRyoP7osOjpiRleeCrZ86mXGtGDEzU
436,qNe-NCOfn4JFLJkFm-hadxY_CHiLIJ2eJmcXW3Fx09AB4kg
437,qd2hkiwhbVKLGwkSooak-zJscrXwQgygfIw65PL8tc9kQzs
438,qepQKQ2m5lLrFVNxRuxrQgplK2VQzSYve5Ks5mEqS0_C7BA
439,qjHXwhb59bWIK_rtoJ2Rdn1lK82dMr_8l8-cUeRWP3GT0Hw
440,r07r2VKrKV3sZ9d_wweCuHqEn7RssADcKYsFyIEJczNdKJI
441,r0oMUFDVuEdUC9CyO9Kak4StNghiZ7gZl4srt9J57jcTNsA
442,r5pvnxoGuXftPNJRwtAjADwf44erAcGIIgy095IWZ-CCHDI
443,r6JGi9dAbsji1NBL2BRVqikjLVvYqal2NbiJDDaWSVSE_nc
444,rKeM9MdWa1P7Q1troPo1SvFJ4XBreyCjBygajAu7DBjuV78
445,rKwp3pvyM6JBeiWe0B_SzSTyhXzL4G4y02fcMqBgJ0-P
446,rlwqnuexMT7CbXs46dyvnLxcvriQTsOJfTjsZbTZnEpLQNg
447,rv66FzsHsig4OCkYguILVmoO7NbupTwKvvpw30bZl_oWquI
448,sTaBuD5hxuMVFusfdwnmxdP-jlaIGxRBIUKxPsOl6l2S6LA
449,sYn-gZl6hms4SIpK-1g5fuYc02yWhhAJQjMZR3fVGbzdXZ0
450,snzIUxNIBak2QwJO4VAwAxyAA39DoJ8rhDUy9rNg-VAzCi4
451,sqqWsXE4tFqem6RIly60Xw7NUiN1LU-1wPyN9czg3aN-6WU
452,ssLgvYrVkYx2oH8zFlJc_aw0pNCQVFielPkUstZo3n7rBLk
453,svpuqLfpiZrqv4sF0Qq48MXc3w691m-gr24HQT0HiUmm7lo
454,t4QLdYzqiTPiqUBDztn9vx53OGr6EWPtYgQwe2KVO4EojAI
455,t5JtAKLRLdUVP8n2OEo-vMd5zl_llXIspzhTwjHSoo-RH4o
456,tFQzDn7a8vbRLIfVhsEOvuGwG0_7xMFPxkpEgK-uNpnRwII
457,tOeVKrlNSGQVTLX9h9pe8iqGFB2TGM8hBBHrzFs0hGumi30
458,tPTt1eu2vamznb1U9sE86LTjGjxEr1DHfSuVbvS21TnWkI0
459,tQ8Ej0ExrtLANkA_xQG5TFA10IEGkSdD-8XEVjRdhS80rvg
460,taD1xBRYmAlQqZKXnyEdK_ZtON6VJoAUcbVvxYm9wYmRu_Q
461,tjNyHjhBzTVRsq5Ta1GAV1_jMIBuncKRSgv6ekiL7KvUdRg
462,tpRQ5NDo7eMccaUN-7qVv5bbunTd_T7tcf6JeNNXRpw__bs
463,tr1Ay2towk7mnnb9Ynmf0kO7YEsIU5j-NjbFo3RoJo6gWRpm
464,u2PpQD4av8wSzH7MdPgyDANeEsZt8MItNt_jBQ66FWX46f0
465,u8lvLjXyIdC1cD1fQVwyWNtTXRu0AJY9ruHBC2Ftt39m1No
466,uBS5p70FJDmdZoUPaCCBe02UjyIadI_0lct2zvSuijTU598
467,uhZ4Gmv_hKPQTG_ybfoRHTzlqoa_RstncdU2lJ3G5seKmpw
468,umr5d9pMoNjkTnhCmIA0Ty31Fs-5KxWnLpe2LX7Rwz8E6gE
469,unVz3iePCLA2SNg2Bdg-9vn1QVpjav6fMW4KCknlvcE
470,usif_kNF0D2FAaqPRl59Ka6kZH5gIT2lHot7wKC5pX5zHHw
471,v6ip8fKzdYfJdtDDEXGCHTrRHpWZk2eyAc_9k0afzhyQ0m4
472,vExqPMGBcMRu1ePTjFklZUE1-dnX55omObWfJ76fDrseoVU
473,vS2b5fYPLG492Ts53GiHReublDl0anUtSYOaj922u60cvbo
474,viqL_kUp1fvWOCXkdLCPZE8j9JOnoShRpfkA01CFbZHCFY4
475,vjJ4O8oisG-Ftw0UdZU0MfBNXby01aeh6TgOtYJL8NxEk54
476,wLYnE6HIroRxb8aYwk-LpxuCTM_AFetqFFxrbzNce4nxp8c
477,wO8isN1Xv70nnfLeobseqDEAI079AP7QgH8bp-WGF30yN34
478,wRf-yS5OzBs1gZzGkaMuhZ-tgc9PzvAffD_sMMNJBtCGBaU
479,wYQuYPBYIdAuYxwKLmhfVHR2VGpMSsiJmGpyKcCqOytWA0A
480,whHpuCUOfdFIy9OjItRiARpIc-Km4zbjj1MvpmPmmn8nkX0
481,wt7SoamQ0NMTglmovIxpt5ciLzLRwqFepDG0oFId20qAITc
482,wz3q0ZVXUouECaEerAU8fGytQAqY-5R-xSNV4o6yRuj1vcc
483,x6bu-BncOlo7H9LP7Pa63hjflFj-F8VfRuoNYy4SqUP9aU4
484,xQOY5_7_zY4GhdF4M22egOe7aMjM5xxBwKEJ9Agf_m9oays
485,xS_Bp9otka0zZScuAq9fdWb5thu85-hOfUeqLLiM-GlOEXc
486,xVQTNxDRRhCU-XVZNcZUaAoK-0r8zHR7VLiP7fRKKK2ePUw
487,xgT1boGrrCP4TfqtTe9HED-APqXz3bO7IyXOXP2xYHj83Nc
488,xrxG1yyPSOz-gCzRddHFC4XB6I4KvAEpma7hW43sBZUOerk
489,xtZMq3ZjmZaF-cwF_GBDgmR53FRm0PsKqCnLoQt-W1I0BvY
490,y156A-zF0IUk9gdEabX6b9SZv5-sxJ7baf1QN8D4HFhvHXs
491,z34eqAmdC28YDbk2IXTqOfuNAHM42hlg0lHJcol7ZQP5ua0
492,z3fjyOdDQgKLrTNLyUEMRcY37k9y0-AdigB6krdvUmWr2wc
493,z7VH7s5lHUonCQyacBcJHWKtynDm20AqvoJVDLZR39pq18s
494,zK8xt7bhtclkf7Cb3YNDQW2ZZ37aECux6LxGBAbMyXQv9dY
495,zdjsU4T8JUb0fYOgaOUfcXbdu77aOO98ZY3S0v7yzSM4em0
496,zg84sFnRk9SEpWyFP5NzfmkG6WMqRmXIO9uTUNZEuecPrBY
497,ziyLsrpWGELyoZ-WClCwmLXVohBAlZZuk1Z8uBXX2TuQSEI
498,zjdqlay9HGOK2aVSmBFU5ypN53tvuta1bSiR14BIXlDhMy4
499,zl5fEmuTVvq-oterZutPYgfSQcsYOxd1BNdzyPoIqG7vEy0
